name,brand,price,longevity,sillage,gender_preference,occasion
Calvin Klein Eternity,Lancome,244.06,9 hours,Moderate,Male,Summer
Creed Aventus,Chanel,246.15,10 hours,Strong,Female,Romantic
Jo Malone Peony & Blush Suede,Hugo Boss,80.0,10 hours,Strong,Male,Special Occasion
Prada Luna Rossa,Hugo Boss,301.89,10 hours,Strong,Female,Luxury
Byredo Gypsy Water,Yves Saint Laurent,344.32,6 hours,Soft,Female,Special Occasion
Creed Aventus,Marc Jacobs,388.72,12 hours,Soft,Female,Summer
Paco Rabanne 1 Million,Creed,76.66,10 hours,Soft,Male,Work
YSL Libre,Tom Ford,258.1,8 hours,Moderate,Unisex,Casual
Marc Jacobs Daisy,Chanel,397.02,9 hours,Strong,Unisex,Casual
Dolce & Gabbana Light Blue,Calvin Klein,150.69,12 hours,Moderate,Unisex,Luxury
Lancome La Vie Est Belle,Jo Malone,63.04,9 hours,Soft,Female,Special Occasion
Marc Jacobs Daisy,Calvin Klein,334.26,6 hours,Soft,Unisex,Party
Chanel No. 5,Creed,363.81,6 hours,Moderate,Female,Daily
Creed Aventus,Hugo Boss,116.14,7 hours,Soft,Unisex,Formal
Maison Francis Kurkdjian Baccarat Rouge 540,Armani,288.66,9 hours,Strong,Unisex,Work
Chanel No. 5,Prada,363.31,6 hours,Soft,Male,Daily
Hugo Boss Bottled,Maison Francis Kurkdjian,190.88,12 hours,Soft,Unisex,Work
Lancome La Vie Est Belle,Versace,290.8,9 hours,Soft,Male,Casual
YSL Libre,Dior,397.86,8 hours,Strong,Male,Work
Dolce & Gabbana Light Blue,Creed,200.28,9 hours,Soft,Female,Casual
Marc Jacobs Daisy,Creed,229.62,8 hours,Moderate,Unisex,Casual
Montblanc Legend,Dolce & Gabbana,100.41,8 hours,Moderate,Unisex,Summer
Maison Francis Kurkdjian Baccarat Rouge 540,Jo Malone,64.14,7 hours,Strong,Female,Daily
Maison Francis Kurkdjian Baccarat Rouge 540,Lancome,128.22,9 hours,Moderate,Female,Special Occasion
Marc Jacobs Daisy,Dolce & Gabbana,145.46,8 hours,Soft,Female,Romantic
Jo Malone Peony & Blush Suede,Paco Rabanne,340.15,8 hours,Moderate,Male,Summer
Chanel No. 5,Versace,380.52,6 hours,Moderate,Female,Casual
Lancome La Vie Est Belle,Montblanc,120.09,6 hours,Moderate,Female,Daily
Versace Eros,Byredo,379.66,10 hours,Strong,Unisex,Special Occasion
Jo Malone Peony & Blush Suede,Creed,104.55,7 hours,Strong,Unisex,Special Occasion
Montblanc Legend,Dior,199.51,8 hours,Soft,Female,Evening
Dolce & Gabbana Light Blue,Dior,96.22,6 hours,Soft,Unisex,Evening
Byredo Gypsy Water,Burberry,334.11,12 hours,Soft,Unisex,Evening
Prada Luna Rossa,Yves Saint Laurent,260.13,6 hours,Strong,Male,Romantic
Paco Rabanne 1 Million,Paco Rabanne,188.54,6 hours,Strong,Male,Summer
Dolce & Gabbana Light Blue,Prada,264.44,8 hours,Strong,Male,Luxury
Gucci Bloom,Marc Jacobs,237.76,7 hours,Moderate,Male,Special Occasion
Lancome La Vie Est Belle,Tom Ford,243.55,6 hours,Moderate,Unisex,Daily
Tom Ford Noir,Armani,210.49,6 hours,Moderate,Female,Summer
Gucci Bloom,Calvin Klein,173.2,7 hours,Moderate,Female,Summer
Montblanc Legend,Paco Rabanne,88.58,7 hours,Soft,Female,Special Occasion
Versace Eros,Prada,225.16,6 hours,Moderate,Male,Formal
Dior Sauvage,Prada,284.63,10 hours,Strong,Male,Daily
Marc Jacobs Daisy,Armani,88.97,10 hours,Soft,Male,Evening
Burberry Brit,Paco Rabanne,138.44,6 hours,Soft,Unisex,Casual
Calvin Klein Eternity,Dior,198.83,7 hours,Moderate,Male,Casual
Versace Eros,Montblanc,133.82,10 hours,Strong,Unisex,Formal
Versace Eros,Yves Saint Laurent,62.24,12 hours,Strong,Female,Evening
Dolce & Gabbana Light Blue,Burberry,116.71,10 hours,Soft,Female,Party
Paco Rabanne 1 Million,Armani,86.72,10 hours,Soft,Female,Special Occasion
YSL Libre,Calvin Klein,282.9,10 hours,Moderate,Male,Evening
Versace Eros,Dior,188.72,8 hours,Strong,Unisex,Formal
Burberry Brit,Armani,74.4,8 hours,Strong,Unisex,Evening
Maison Francis Kurkdjian Baccarat Rouge 540,Tom Ford,181.76,7 hours,Moderate,Male,Party
Hugo Boss Bottled,Lancome,204.34,12 hours,Soft,Male,Daily
YSL Libre,Marc Jacobs,196.51,9 hours,Strong,Female,Romantic
YSL Libre,Dior,114.59,12 hours,Moderate,Female,Summer
YSL Libre,Dior,273.38,9 hours,Moderate,Female,Party
Paco Rabanne 1 Million,Lancome,181.55,6 hours,Soft,Male,Summer
Hugo Boss Bottled,Paco Rabanne,353.83,8 hours,Strong,Male,Special Occasion
Burberry Brit,Jo Malone,74.49,8 hours,Soft,Male,Special Occasion
YSL Libre,Montblanc,66.88,12 hours,Soft,Unisex,Work
Chanel No. 5,Byredo,85.36,6 hours,Soft,Unisex,Romantic
Montblanc Legend,Dior,204.74,9 hours,Strong,Unisex,Daily
Byredo Gypsy Water,Montblanc,51.02,10 hours,Moderate,Male,Summer
Prada Luna Rossa,Yves Saint Laurent,67.84,9 hours,Moderate,Female,Evening
Calvin Klein Eternity,Yves Saint Laurent,244.36,9 hours,Strong,Unisex,Summer
Dior Sauvage,Gucci,248.13,8 hours,Strong,Female,Casual
YSL Libre,Tom Ford,320.52,6 hours,Strong,Male,Casual
Jo Malone Peony & Blush Suede,Maison Francis Kurkdjian,295.14,7 hours,Strong,Unisex,Special Occasion
Gucci Bloom,Calvin Klein,324.06,9 hours,Soft,Male,Formal
Byredo Gypsy Water,Versace,130.16,10 hours,Strong,Male,Work
YSL Libre,Marc Jacobs,318.59,10 hours,Soft,Female,Formal
Marc Jacobs Daisy,Montblanc,104.5,12 hours,Strong,Unisex,Party
Dior Sauvage,Gucci,94.29,9 hours,Soft,Unisex,Work
Creed Aventus,Lancome,137.13,10 hours,Moderate,Male,Daily
Prada Luna Rossa,Paco Rabanne,220.17,8 hours,Soft,Male,Daily
Gucci Bloom,Paco Rabanne,235.13,10 hours,Strong,Male,Work
Marc Jacobs Daisy,Jo Malone,396.84,12 hours,Soft,Female,Romantic
Maison Francis Kurkdjian Baccarat Rouge 540,Chanel,366.14,10 hours,Strong,Unisex,Evening
Burberry Brit,Paco Rabanne,197.19,8 hours,Soft,Male,Special Occasion
Prada Luna Rossa,Burberry,137.64,7 hours,Moderate,Female,Evening
Prada Luna Rossa,Montblanc,177.0,9 hours,Soft,Female,Party
Paco Rabanne 1 Million,Montblanc,373.11,12 hours,Soft,Male,Casual
Marc Jacobs Daisy,Montblanc,244.47,6 hours,Soft,Male,Casual
Gucci Bloom,Versace,387.1,9 hours,Soft,Male,Work
Marc Jacobs Daisy,Versace,210.1,8 hours,Soft,Female,Evening
Dolce & Gabbana Light Blue,Yves Saint Laurent,62.71,8 hours,Strong,Unisex,Summer
Armani Acqua di Gio,Versace,167.97,12 hours,Soft,Female,Special Occasion
Paco Rabanne 1 Million,Chanel,170.25,8 hours,Moderate,Unisex,Daily
Armani Acqua di Gio,Creed,113.16,8 hours,Strong,Female,Daily
Creed Aventus,Gucci,237.09,9 hours,Soft,Female,Party
Byredo Gypsy Water,Maison Francis Kurkdjian,99.32,6 hours,Strong,Male,Casual
Tom Ford Noir,Maison Francis Kurkdjian,201.77,7 hours,Strong,Male,Special Occasion
Gucci Bloom,Armani,148.15,12 hours,Strong,Unisex,Luxury
Chanel No. 5,Tom Ford,109.78,10 hours,Strong,Male,Special Occasion
Paco Rabanne 1 Million,Dolce & Gabbana,108.56,8 hours,Soft,Female,Luxury
Calvin Klein Eternity,Jo Malone,361.12,6 hours,Soft,Unisex,Party
Creed Aventus,Yves Saint Laurent,150.67,9 hours,Strong,Female,Formal
Byredo Gypsy Water,Lancome,290.64,12 hours,Soft,Male,Special Occasion
Burberry Brit,Tom Ford,144.15,6 hours,Strong,Unisex,Luxury
Calvin Klein Eternity,Marc Jacobs,240.79,9 hours,Soft,Unisex,Formal
Versace Eros,Jo Malone,94.6,12 hours,Strong,Unisex,Daily
Burberry Brit,Creed,334.83,8 hours,Strong,Female,Luxury
Burberry Brit,Prada,91.65,9 hours,Moderate,Unisex,Special Occasion
Montblanc Legend,Dior,191.18,10 hours,Moderate,Unisex,Work
Burberry Brit,Calvin Klein,195.78,8 hours,Strong,Male,Special Occasion
Versace Eros,Tom Ford,273.46,7 hours,Soft,Unisex,Daily
Gucci Bloom,Armani,221.82,9 hours,Soft,Male,Party
Prada Luna Rossa,Maison Francis Kurkdjian,115.82,12 hours,Soft,Female,Romantic
YSL Libre,Burberry,377.51,10 hours,Strong,Male,Casual
YSL Libre,Versace,207.88,10 hours,Moderate,Unisex,Romantic
Marc Jacobs Daisy,Maison Francis Kurkdjian,152.41,9 hours,Strong,Female,Romantic
Jo Malone Peony & Blush Suede,Hugo Boss,288.23,10 hours,Strong,Male,Summer
Jo Malone Peony & Blush Suede,Chanel,319.11,7 hours,Strong,Unisex,Luxury
YSL Libre,Maison Francis Kurkdjian,303.38,10 hours,Soft,Male,Formal
Lancome La Vie Est Belle,Dolce & Gabbana,212.1,8 hours,Soft,Unisex,Daily
Prada Luna Rossa,Paco Rabanne,243.65,12 hours,Moderate,Female,Party
Dolce & Gabbana Light Blue,Calvin Klein,59.2,8 hours,Moderate,Male,Luxury
Creed Aventus,Burberry,90.78,8 hours,Strong,Unisex,Luxury
Tom Ford Noir,Dior,57.18,8 hours,Moderate,Male,Casual
Tom Ford Noir,Hugo Boss,258.58,9 hours,Strong,Female,Work
Gucci Bloom,Marc Jacobs,55.3,9 hours,Strong,Male,Summer
Dior Sauvage,Jo Malone,160.12,7 hours,Strong,Unisex,Special Occasion
Jo Malone Peony & Blush Suede,Paco Rabanne,263.74,7 hours,Moderate,Female,Romantic
Jo Malone Peony & Blush Suede,Tom Ford,208.89,7 hours,Moderate,Unisex,Summer
Creed Aventus,Paco Rabanne,168.31,8 hours,Strong,Female,Evening
Tom Ford Noir,Tom Ford,77.92,10 hours,Strong,Female,Work
Dolce & Gabbana Light Blue,Paco Rabanne,219.03,9 hours,Strong,Female,Formal
Creed Aventus,Byredo,50.02,7 hours,Strong,Female,Luxury
YSL Libre,Hugo Boss,341.84,12 hours,Moderate,Male,Formal
Chanel No. 5,Marc Jacobs,298.49,10 hours,Soft,Unisex,Party
Chanel No. 5,Prada,305.35,12 hours,Strong,Male,Work
Armani Acqua di Gio,Hugo Boss,278.43,8 hours,Soft,Male,Romantic
Dior Sauvage,Calvin Klein,86.17,12 hours,Strong,Female,Romantic
Dior Sauvage,Tom Ford,244.93,6 hours,Strong,Unisex,Evening
Armani Acqua di Gio,Calvin Klein,136.47,10 hours,Strong,Unisex,Romantic
Gucci Bloom,Marc Jacobs,84.12,6 hours,Strong,Male,Formal
Paco Rabanne 1 Million,Byredo,309.18,9 hours,Moderate,Female,Party
Gucci Bloom,Montblanc,162.48,10 hours,Strong,Unisex,Romantic
Paco Rabanne 1 Million,Yves Saint Laurent,390.22,8 hours,Moderate,Unisex,Party
Lancome La Vie Est Belle,Prada,255.71,12 hours,Soft,Male,Work
Jo Malone Peony & Blush Suede,Hugo Boss,395.45,7 hours,Strong,Female,Luxury
Armani Acqua di Gio,Gucci,223.26,6 hours,Moderate,Male,Daily
Versace Eros,Jo Malone,253.74,8 hours,Soft,Unisex,Formal
Dolce & Gabbana Light Blue,Byredo,194.5,6 hours,Strong,Male,Summer
Maison Francis Kurkdjian Baccarat Rouge 540,Chanel,292.36,8 hours,Moderate,Male,Party
Paco Rabanne 1 Million,Dior,195.04,10 hours,Strong,Male,Special Occasion
Paco Rabanne 1 Million,Armani,209.17,7 hours,Moderate,Male,Evening
Jo Malone Peony & Blush Suede,Byredo,273.59,12 hours,Strong,Male,Summer
Jo Malone Peony & Blush Suede,Marc Jacobs,214.11,8 hours,Soft,Female,Party
Hugo Boss Bottled,Byredo,166.14,10 hours,Strong,Female,Summer
Maison Francis Kurkdjian Baccarat Rouge 540,Armani,141.13,12 hours,Soft,Female,Party
Byredo Gypsy Water,Prada,273.34,6 hours,Moderate,Male,Daily
Byredo Gypsy Water,Dolce & Gabbana,150.75,8 hours,Strong,Male,Romantic
Jo Malone Peony & Blush Suede,Marc Jacobs,318.31,12 hours,Soft,Female,Daily
Jo Malone Peony & Blush Suede,Gucci,358.8,10 hours,Soft,Female,Evening
Jo Malone Peony & Blush Suede,Marc Jacobs,57.75,6 hours,Strong,Unisex,Luxury
Maison Francis Kurkdjian Baccarat Rouge 540,Byredo,266.01,9 hours,Soft,Male,Luxury
Hugo Boss Bottled,Prada,245.46,8 hours,Soft,Unisex,Evening
Tom Ford Noir,Armani,346.61,7 hours,Moderate,Male,Work
Jo Malone Peony & Blush Suede,Tom Ford,164.69,6 hours,Strong,Male,Luxury
Lancome La Vie Est Belle,Burberry,212.33,8 hours,Soft,Female,Formal
Dolce & Gabbana Light Blue,Montblanc,330.86,8 hours,Moderate,Male,Summer
Prada Luna Rossa,Dolce & Gabbana,364.63,7 hours,Strong,Unisex,Formal
Marc Jacobs Daisy,Armani,159.34,7 hours,Moderate,Female,Luxury
Creed Aventus,Tom Ford,110.45,10 hours,Moderate,Unisex,Evening
Jo Malone Peony & Blush Suede,Dior,324.7,9 hours,Moderate,Unisex,Work
Byredo Gypsy Water,Jo Malone,326.04,8 hours,Moderate,Unisex,Work
Hugo Boss Bottled,Byredo,217.2,8 hours,Strong,Unisex,Special Occasion
Dior Sauvage,Montblanc,365.21,10 hours,Moderate,Female,Romantic
YSL Libre,Tom Ford,373.68,8 hours,Moderate,Male,Party
Burberry Brit,Jo Malone,105.76,8 hours,Strong,Unisex,Evening
Calvin Klein Eternity,Yves Saint Laurent,326.95,8 hours,Strong,Unisex,Romantic
Jo Malone Peony & Blush Suede,Gucci,88.79,9 hours,Strong,Unisex,Luxury
Montblanc Legend,Maison Francis Kurkdjian,218.62,12 hours,Moderate,Male,Work
Marc Jacobs Daisy,Yves Saint Laurent,214.51,8 hours,Moderate,Male,Luxury
Chanel No. 5,Armani,86.46,7 hours,Soft,Female,Special Occasion
Marc Jacobs Daisy,Hugo Boss,390.02,8 hours,Moderate,Female,Special Occasion
Paco Rabanne 1 Million,Lancome,394.83,8 hours,Strong,Male,Party
Creed Aventus,Armani,281.62,10 hours,Strong,Female,Party
Paco Rabanne 1 Million,Armani,107.46,10 hours,Soft,Unisex,Formal
Paco Rabanne 1 Million,Byredo,107.7,8 hours,Strong,Male,Special Occasion
Byredo Gypsy Water,Hugo Boss,386.13,6 hours,Soft,Male,Evening
Gucci Bloom,Prada,266.82,6 hours,Soft,Female,Work
Burberry Brit,Creed,390.11,6 hours,Strong,Female,Luxury
Maison Francis Kurkdjian Baccarat Rouge 540,Creed,337.41,8 hours,Moderate,Unisex,Special Occasion
Jo Malone Peony & Blush Suede,Maison Francis Kurkdjian,341.31,10 hours,Strong,Unisex,Daily
Versace Eros,Chanel,391.07,7 hours,Strong,Male,Evening
Prada Luna Rossa,Montblanc,210.14,7 hours,Soft,Female,Work
Lancome La Vie Est Belle,Jo Malone,282.62,9 hours,Soft,Unisex,Special Occasion
YSL Libre,Calvin Klein,258.91,7 hours,Strong,Male,Daily
Calvin Klein Eternity,Jo Malone,273.96,12 hours,Soft,Unisex,Work
Marc Jacobs Daisy,Creed,169.51,10 hours,Moderate,Female,Daily
YSL Libre,Creed,275.24,7 hours,Moderate,Unisex,Luxury
Prada Luna Rossa,Chanel,64.42,8 hours,Strong,Female,Formal
Armani Acqua di Gio,Chanel,84.69,8 hours,Strong,Male,Daily
Burberry Brit,Marc Jacobs,146.94,9 hours,Strong,Unisex,Party
Montblanc Legend,Maison Francis Kurkdjian,67.14,7 hours,Strong,Unisex,Formal
Creed Aventus,Dior,278.93,12 hours,Moderate,Unisex,Romantic
Byredo Gypsy Water,Armani,362.49,6 hours,Moderate,Unisex,Romantic
Montblanc Legend,Hugo Boss,174.84,9 hours,Soft,Unisex,Romantic
Dolce & Gabbana Light Blue,Prada,147.83,7 hours,Strong,Unisex,Luxury
Burberry Brit,Chanel,372.12,12 hours,Soft,Unisex,Casual
Lancome La Vie Est Belle,Dolce & Gabbana,143.25,9 hours,Moderate,Female,Daily
Gucci Bloom,Lancome,388.75,6 hours,Soft,Unisex,Evening
Maison Francis Kurkdjian Baccarat Rouge 540,Lancome,143.1,7 hours,Soft,Unisex,Summer
Armani Acqua di Gio,Byredo,290.61,9 hours,Strong,Male,Special Occasion
Byredo Gypsy Water,Tom Ford,374.84,8 hours,Moderate,Unisex,Luxury
Montblanc Legend,Maison Francis Kurkdjian,180.22,7 hours,Moderate,Unisex,Daily
YSL Libre,Tom Ford,234.77,10 hours,Soft,Female,Special Occasion
Chanel No. 5,Calvin Klein,185.21,10 hours,Soft,Male,Evening
Lancome La Vie Est Belle,Burberry,252.44,8 hours,Strong,Unisex,Luxury
Montblanc Legend,Chanel,97.73,6 hours,Strong,Female,Party
Burberry Brit,Yves Saint Laurent,164.43,9 hours,Moderate,Male,Casual
Calvin Klein Eternity,Versace,190.49,7 hours,Strong,Female,Evening
Hugo Boss Bottled,Creed,191.85,7 hours,Moderate,Male,Luxury
Gucci Bloom,Byredo,107.41,12 hours,Soft,Unisex,Daily
Paco Rabanne 1 Million,Dior,242.1,12 hours,Soft,Male,Work
Montblanc Legend,Paco Rabanne,179.22,6 hours,Strong,Unisex,Daily
Byredo Gypsy Water,Calvin Klein,98.35,9 hours,Strong,Male,Evening
Burberry Brit,Dior,156.66,7 hours,Strong,Unisex,Luxury
Calvin Klein Eternity,Maison Francis Kurkdjian,387.01,10 hours,Moderate,Male,Evening
Tom Ford Noir,Calvin Klein,324.56,7 hours,Moderate,Unisex,Luxury
Hugo Boss Bottled,Versace,396.47,9 hours,Strong,Female,Work
Byredo Gypsy Water,Paco Rabanne,189.73,7 hours,Moderate,Male,Romantic
Maison Francis Kurkdjian Baccarat Rouge 540,Burberry,398.55,12 hours,Strong,Male,Evening
Creed Aventus,Creed,258.8,10 hours,Soft,Unisex,Evening
Hugo Boss Bottled,Hugo Boss,252.32,10 hours,Strong,Male,Party
Burberry Brit,Chanel,303.19,10 hours,Soft,Unisex,Casual
Prada Luna Rossa,Montblanc,283.97,8 hours,Moderate,Male,Romantic
YSL Libre,Lancome,112.05,7 hours,Soft,Unisex,Luxury
Creed Aventus,Versace,233.58,7 hours,Strong,Male,Formal
Paco Rabanne 1 Million,Chanel,355.94,10 hours,Soft,Female,Evening
Paco Rabanne 1 Million,Armani,85.74,6 hours,Moderate,Female,Formal
Jo Malone Peony & Blush Suede,Dior,166.82,12 hours,Soft,Female,Party
Jo Malone Peony & Blush Suede,Byredo,58.59,12 hours,Moderate,Male,Evening
Creed Aventus,Hugo Boss,122.37,10 hours,Moderate,Female,Daily
Lancome La Vie Est Belle,Yves Saint Laurent,309.4,9 hours,Moderate,Unisex,Formal
Hugo Boss Bottled,Marc Jacobs,113.79,6 hours,Strong,Female,Special Occasion
Armani Acqua di Gio,Versace,135.61,7 hours,Moderate,Male,Daily
Maison Francis Kurkdjian Baccarat Rouge 540,Prada,300.84,7 hours,Soft,Male,Summer
Jo Malone Peony & Blush Suede,Armani,123.14,6 hours,Soft,Female,Romantic
Marc Jacobs Daisy,Paco Rabanne,266.7,12 hours,Moderate,Unisex,Romantic
YSL Libre,Versace,278.35,9 hours,Moderate,Male,Work
Armani Acqua di Gio,Maison Francis Kurkdjian,259.46,7 hours,Strong,Unisex,Special Occasion
Maison Francis Kurkdjian Baccarat Rouge 540,Gucci,72.54,8 hours,Moderate,Unisex,Work
Gucci Bloom,Versace,154.36,10 hours,Soft,Female,Work
Hugo Boss Bottled,Armani,78.84,7 hours,Strong,Unisex,Romantic
Dior Sauvage,Marc Jacobs,169.57,7 hours,Strong,Female,Romantic
Montblanc Legend,Versace,144.16,8 hours,Moderate,Unisex,Daily
Paco Rabanne 1 Million,Tom Ford,244.51,10 hours,Soft,Male,Summer
Marc Jacobs Daisy,Gucci,355.34,9 hours,Moderate,Female,Evening
Montblanc Legend,Jo Malone,383.34,9 hours,Strong,Male,Evening
Paco Rabanne 1 Million,Armani,179.24,12 hours,Moderate,Male,Casual
Byredo Gypsy Water,Chanel,213.08,7 hours,Strong,Unisex,Casual
Burberry Brit,Paco Rabanne,364.61,9 hours,Strong,Female,Special Occasion
Jo Malone Peony & Blush Suede,Creed,61.42,6 hours,Moderate,Male,Daily
Hugo Boss Bottled,Calvin Klein,383.96,7 hours,Strong,Male,Party
Versace Eros,Dior,243.48,10 hours,Moderate,Male,Formal
Paco Rabanne 1 Million,Gucci,96.69,9 hours,Soft,Female,Romantic
YSL Libre,Yves Saint Laurent,243.48,9 hours,Moderate,Female,Romantic
Calvin Klein Eternity,Chanel,256.52,6 hours,Moderate,Female,Party
YSL Libre,Jo Malone,249.4,7 hours,Strong,Female,Formal
Montblanc Legend,Gucci,162.16,10 hours,Moderate,Male,Special Occasion
Gucci Bloom,Marc Jacobs,219.22,12 hours,Moderate,Male,Daily
Chanel No. 5,Versace,245.97,7 hours,Moderate,Female,Romantic
YSL Libre,Jo Malone,182.83,12 hours,Strong,Unisex,Daily
Hugo Boss Bottled,Montblanc,274.54,12 hours,Soft,Unisex,Summer
Burberry Brit,Montblanc,70.32,8 hours,Moderate,Unisex,Work
Maison Francis Kurkdjian Baccarat Rouge 540,Gucci,122.45,9 hours,Moderate,Unisex,Daily
Armani Acqua di Gio,Byredo,327.1,12 hours,Strong,Female,Work
Tom Ford Noir,Dior,114.95,9 hours,Strong,Unisex,Casual
Hugo Boss Bottled,Maison Francis Kurkdjian,310.61,9 hours,Moderate,Female,Special Occasion
Armani Acqua di Gio,Byredo,278.49,7 hours,Moderate,Unisex,Special Occasion
Chanel No. 5,Lancome,240.9,6 hours,Strong,Unisex,Work
Armani Acqua di Gio,Creed,399.18,8 hours,Moderate,Female,Work
Dior Sauvage,Gucci,79.91,6 hours,Strong,Unisex,Luxury
Tom Ford Noir,Burberry,376.09,7 hours,Moderate,Male,Work
Burberry Brit,Dolce & Gabbana,306.72,6 hours,Strong,Unisex,Casual
Maison Francis Kurkdjian Baccarat Rouge 540,Gucci,282.38,7 hours,Moderate,Female,Romantic
Dior Sauvage,Dolce & Gabbana,52.88,9 hours,Strong,Female,Evening
Chanel No. 5,Jo Malone,200.38,9 hours,Soft,Female,Party
Lancome La Vie Est Belle,Marc Jacobs,176.39,8 hours,Moderate,Unisex,Casual
Gucci Bloom,Armani,178.37,10 hours,Strong,Male,Romantic
Tom Ford Noir,Montblanc,355.37,6 hours,Strong,Female,Special Occasion
Creed Aventus,Hugo Boss,268.48,9 hours,Strong,Unisex,Romantic
Creed Aventus,Burberry,324.11,9 hours,Soft,Unisex,Daily
Calvin Klein Eternity,Byredo,163.76,10 hours,Moderate,Unisex,Evening
Maison Francis Kurkdjian Baccarat Rouge 540,Creed,268.06,7 hours,Strong,Female,Evening
Byredo Gypsy Water,Marc Jacobs,95.49,6 hours,Soft,Female,Party
YSL Libre,Marc Jacobs,368.99,9 hours,Strong,Male,Work
YSL Libre,Armani,174.05,10 hours,Strong,Male,Summer
Dior Sauvage,Marc Jacobs,313.62,10 hours,Soft,Female,Formal
Dior Sauvage,Yves Saint Laurent,83.85,12 hours,Moderate,Male,Evening
Armani Acqua di Gio,Maison Francis Kurkdjian,172.67,6 hours,Strong,Female,Luxury
Prada Luna Rossa,Creed,378.41,8 hours,Soft,Male,Summer
Prada Luna Rossa,Jo Malone,381.96,9 hours,Moderate,Male,Work
Chanel No. 5,Maison Francis Kurkdjian,168.11,6 hours,Moderate,Unisex,Daily
Hugo Boss Bottled,Gucci,152.63,10 hours,Moderate,Male,Special Occasion
Lancome La Vie Est Belle,Lancome,100.85,9 hours,Strong,Female,Party
Gucci Bloom,Jo Malone,120.1,6 hours,Moderate,Male,Summer
Armani Acqua di Gio,Lancome,350.24,10 hours,Strong,Male,Special Occasion
Armani Acqua di Gio,Gucci,116.25,8 hours,Soft,Male,Luxury
Jo Malone Peony & Blush Suede,Dolce & Gabbana,58.61,6 hours,Soft,Female,Evening
Maison Francis Kurkdjian Baccarat Rouge 540,Prada,172.75,7 hours,Strong,Female,Romantic
Lancome La Vie Est Belle,Dolce & Gabbana,202.48,7 hours,Strong,Unisex,Formal
Byredo Gypsy Water,Prada,83.66,7 hours,Strong,Unisex,Casual
Calvin Klein Eternity,Calvin Klein,88.41,7 hours,Soft,Male,Work
Calvin Klein Eternity,Armani,304.26,10 hours,Soft,Male,Luxury
Gucci Bloom,Dior,386.16,9 hours,Soft,Male,Casual
Gucci Bloom,Maison Francis Kurkdjian,132.69,7 hours,Moderate,Male,Daily
Maison Francis Kurkdjian Baccarat Rouge 540,Creed,67.42,12 hours,Soft,Female,Formal
Creed Aventus,Lancome,106.03,9 hours,Soft,Female,Summer
Byredo Gypsy Water,Versace,155.04,12 hours,Moderate,Female,Summer
Hugo Boss Bottled,Prada,392.64,9 hours,Strong,Male,Daily
Versace Eros,Hugo Boss,328.09,6 hours,Soft,Unisex,Romantic
Burberry Brit,Byredo,272.32,12 hours,Soft,Female,Work
Dior Sauvage,Hugo Boss,135.89,12 hours,Strong,Unisex,Formal
Armani Acqua di Gio,Paco Rabanne,160.37,8 hours,Moderate,Unisex,Work
Calvin Klein Eternity,Tom Ford,221.16,10 hours,Soft,Male,Party
Calvin Klein Eternity,Dolce & Gabbana,208.03,12 hours,Moderate,Male,Evening
Jo Malone Peony & Blush Suede,Chanel,210.01,7 hours,Strong,Male,Work
Hugo Boss Bottled,Prada,256.94,6 hours,Strong,Male,Luxury
Armani Acqua di Gio,Dolce & Gabbana,237.07,8 hours,Soft,Male,Casual
Lancome La Vie Est Belle,Dior,227.59,10 hours,Soft,Unisex,Party
Paco Rabanne 1 Million,Prada,385.33,7 hours,Strong,Male,Romantic
Creed Aventus,Paco Rabanne,331.41,6 hours,Strong,Male,Special Occasion
Creed Aventus,Chanel,185.96,6 hours,Moderate,Female,Formal
Armani Acqua di Gio,Marc Jacobs,372.39,9 hours,Moderate,Male,Party
Marc Jacobs Daisy,Byredo,176.52,12 hours,Strong,Female,Romantic
Gucci Bloom,Gucci,246.68,7 hours,Moderate,Unisex,Work
